station_european_code,component_code,component_name,component_caption,statistics_year,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,112,"71,781",262
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,382,"71,781",262
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"2,219","71,781",262
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"2,513","71,781",262
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"3,129","71,781",262
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,181,"72,329",264
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,618,"72,329",264
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"2,970","72,329",264
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"3,074","72,329",264
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"3,229","72,329",264
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,100,"72,272",6331
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,382,"72,272",6331
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"2,410","72,272",6331
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"3,050","72,272",6331
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"6,110","72,272",6331
TARGU MURES,20,Benzene (air),C6H6,2012,P50,50 percentile,"3,805","60,656",222
TARGU MURES,20,Benzene (air),C6H6,2012,Mean,annual mean,"4,580","60,656",222
TARGU MURES,20,Benzene (air),C6H6,2012,P95,95 percentile,"10,675","60,656",222
TARGU MURES,20,Benzene (air),C6H6,2012,P98,98 percentile,"11,788","60,656",222
TARGU MURES,20,Benzene (air),C6H6,2012,Max,maximum,"15,409","60,656",222
TARGU MURES,20,Benzene (air),C6H6,2012,P50,50 percentile,"3,480","62,705",5508
TARGU MURES,20,Benzene (air),C6H6,2012,Mean,annual mean,"4,640","62,705",5508
TARGU MURES,20,Benzene (air),C6H6,2012,P95,95 percentile,"11,800","62,705",5508
TARGU MURES,20,Benzene (air),C6H6,2012,P98,98 percentile,"15,860","62,705",5508
TARGU MURES,20,Benzene (air),C6H6,2012,Max,maximum,"34,520","62,705",5508
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2009,P50,50 percentile,"12,510","56,712",207
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2009,Mean,annual mean,"13,457","56,712",207
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2009,P95,95 percentile,"28,370","56,712",207
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2009,P98,98 percentile,"32,140","56,712",207
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2009,Max,maximum,"46,920","56,712",207
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2010,P50,50 percentile,"8,260","80,000",292
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2010,Mean,annual mean,"10,343","80,000",292
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2010,P95,95 percentile,"24,890","80,000",292
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2010,P98,98 percentile,"33,010","80,000",292
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2010,Max,maximum,"51,920","80,000",292
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2011,P50,50 percentile,"15,120","91,233",333
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2011,Mean,annual mean,"24,983","91,233",333
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2011,P95,95 percentile,"82,740","91,233",333
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2011,P98,98 percentile,"112,530","91,233",333
TARGU MURES,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,2011,Max,maximum,"161,900","91,233",333
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,P50,50 percentile,"21,160","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,Mean,annual mean,"22,646","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,P95,95 percentile,"45,900","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,P98,98 percentile,"49,900","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,Max,maximum,"68,770","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,Max36,36th highest value,"35,800","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,Max8,8th highest value,"48,150","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2009,Days(c > 50),days with c > 50 ug/m3,"5,000","66,301",242
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,P50,50 percentile,"18,760","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,Mean,annual mean,"21,645","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,P95,95 percentile,"52,630","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,P98,98 percentile,"69,670","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,Max,maximum,"89,570","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,Max36,36th highest value,"39,380","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,Max8,8th highest value,"67,660","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2010,Days(c > 50),days with c > 50 ug/m3,"17,000","85,205",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,P50,50 percentile,"21,310","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,Mean,annual mean,"24,315","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,P95,95 percentile,"51,510","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,P98,98 percentile,"67,400","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,Max,maximum,"80,490","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,Max36,36th highest value,"42,580","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,Max8,8th highest value,"64,540","84,973",311
TARGU MURES,5,Particulate matter < 10 µm (aerosol),PM10,2012,Days(c > 50),days with c > 50 ug/m3,"19,000","84,973",311
TARGU MURES,7,Ozone (air),O3,2010,Mean,annual mean,"30,165","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P50,50 percentile,"32,009","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P95,95 percentile,"46,927","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P98,98 percentile,"48,244","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,Max,maximum,"57,491","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,Mean,annual mean,"49,972","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P50,50 percentile,"51,854","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P95,95 percentile,"76,424","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P98,98 percentile,"80,382","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,Max,maximum,"113,180","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,Max26,26th highest value,"72,416","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,Days(c > 120),days with c > 120 ug/m3,0,"76,712",280
TARGU MURES,7,Ozone (air),O3,2010,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)","339,000","76,712",280
TARGU MURES,7,Ozone (air),O3,2010,P50,50 percentile,"26,350","74,692",6543
TARGU MURES,7,Ozone (air),O3,2010,Mean,annual mean,"30,061","74,692",6543
TARGU MURES,7,Ozone (air),O3,2010,P95,95 percentile,"69,430","74,692",6543
TARGU MURES,7,Ozone (air),O3,2010,P98,98 percentile,"78,220","74,692",6543
TARGU MURES,7,Ozone (air),O3,2010,Max,maximum,"128,510","74,692",6543
TARGU MURES,7,Ozone (air),O3,2010,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)","147,000","94,293",1041
TARGU MURES,7,Ozone (air),O3,2012,Mean,annual mean,"28,743","93,989",344
TARGU MURES,7,Ozone (air),O3,2012,P50,50 percentile,"29,706","93,989",344
TARGU MURES,7,Ozone (air),O3,2012,P95,95 percentile,"51,945","93,989",344
TARGU MURES,7,Ozone (air),O3,2012,P98,98 percentile,"53,553","93,989",344
TARGU MURES,7,Ozone (air),O3,2012,Max,maximum,"62,905","93,989",344
TARGU MURES,7,Ozone (air),O3,2012,Mean,annual mean,"47,953","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,P50,50 percentile,"53,784","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,P95,95 percentile,"76,429","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,P98,98 percentile,"85,280","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,Max,maximum,"92,079","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,Max26,26th highest value,"75,275","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,Days(c > 120),days with c > 120 ug/m3,0,"93,716",343
TARGU MURES,7,Ozone (air),O3,2012,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)","387,000","93,716",343
TARGU MURES,7,Ozone (air),O3,2012,P50,50 percentile,"21,930","90,597",7958
TARGU MURES,7,Ozone (air),O3,2012,Mean,annual mean,"28,800","90,597",7958
TARGU MURES,7,Ozone (air),O3,2012,P95,95 percentile,"71,560","90,597",7958
TARGU MURES,7,Ozone (air),O3,2012,P98,98 percentile,"79,420","90,597",7958
TARGU MURES,7,Ozone (air),O3,2012,Max,maximum,"135,470","90,597",7958
TARGU MURES,7,Ozone (air),O3,2012,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)","153,000","93,750",1035
TARGU MURES,10,Carbon monoxide (air),CO,2008,P50,50 percentile,107,"78,962",289
TARGU MURES,10,Carbon monoxide (air),CO,2008,Mean,annual mean,223,"78,962",289
TARGU MURES,10,Carbon monoxide (air),CO,2008,P95,95 percentile,789,"78,962",289
TARGU MURES,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"1,091","78,962",289
TARGU MURES,10,Carbon monoxide (air),CO,2008,Max,maximum,"1,620","78,962",289
TARGU MURES,10,Carbon monoxide (air),CO,2008,P50,50 percentile,189,"79,508",291
TARGU MURES,10,Carbon monoxide (air),CO,2008,Mean,annual mean,403,"79,508",291
TARGU MURES,10,Carbon monoxide (air),CO,2008,P95,95 percentile,"1,431","79,508",291
TARGU MURES,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"1,847","79,508",291
TARGU MURES,10,Carbon monoxide (air),CO,2008,Max,maximum,"2,259","79,508",291
TARGU MURES,10,Carbon monoxide (air),CO,2008,P50,50 percentile,80,"76,787",6745
TARGU MURES,10,Carbon monoxide (air),CO,2008,Mean,annual mean,223,"76,787",6745
TARGU MURES,10,Carbon monoxide (air),CO,2008,P95,95 percentile,990,"76,787",6745
TARGU MURES,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"1,500","76,787",6745
TARGU MURES,10,Carbon monoxide (air),CO,2008,Max,maximum,"4,420","76,787",6745
TARGU MURES,10,Carbon monoxide (air),CO,2009,P50,50 percentile,83,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,Mean,annual mean,176,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P95,95 percentile,587,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P98,98 percentile,905,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,Max,maximum,"2,024","85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P50,50 percentile,136,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,Mean,annual mean,315,"85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P95,95 percentile,"1,141","85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P98,98 percentile,"1,515","85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,Max,maximum,"2,489","85,479",312
TARGU MURES,10,Carbon monoxide (air),CO,2009,P50,50 percentile,70,"82,557",7232
TARGU MURES,10,Carbon monoxide (air),CO,2009,Mean,annual mean,175,"82,557",7232
TARGU MURES,10,Carbon monoxide (air),CO,2009,P95,95 percentile,710,"82,557",7232
TARGU MURES,10,Carbon monoxide (air),CO,2009,P98,98 percentile,"1,200","82,557",7232
TARGU MURES,10,Carbon monoxide (air),CO,2009,Max,maximum,"3,320","82,557",7232
TARGU MURES,10,Carbon monoxide (air),CO,2010,P50,50 percentile,84,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,Mean,annual mean,186,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P95,95 percentile,732,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P98,98 percentile,926,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,Max,maximum,"1,507","77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P50,50 percentile,134,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,Mean,annual mean,341,"77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P95,95 percentile,"1,536","77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P98,98 percentile,"1,939","77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,Max,maximum,"2,273","77,534",283
TARGU MURES,10,Carbon monoxide (air),CO,2010,P50,50 percentile,80,"74,543",6530
TARGU MURES,10,Carbon monoxide (air),CO,2010,Mean,annual mean,192,"74,543",6530
TARGU MURES,10,Carbon monoxide (air),CO,2010,P95,95 percentile,830,"74,543",6530
TARGU MURES,10,Carbon monoxide (air),CO,2010,P98,98 percentile,"1,420","74,543",6530
TARGU MURES,10,Carbon monoxide (air),CO,2010,Max,maximum,"3,020","74,543",6530
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,81,"76,164",278
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,301,"76,164",278
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"1,104","76,164",278
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"1,400","76,164",278
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"6,683","76,164",278
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,137,"75,616",276
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,504,"75,616",276
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"1,857","75,616",276
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"2,173","75,616",276
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"6,892","75,616",276
TARGU MURES,10,Carbon monoxide (air),CO,2011,P50,50 percentile,80,"73,447",6434
TARGU MURES,10,Carbon monoxide (air),CO,2011,Mean,annual mean,296,"73,447",6434
TARGU MURES,10,Carbon monoxide (air),CO,2011,P95,95 percentile,"1,340","73,447",6434
TARGU MURES,10,Carbon monoxide (air),CO,2011,P98,98 percentile,"2,000","73,447",6434
TARGU MURES,10,Carbon monoxide (air),CO,2011,Max,maximum,"7,020","73,447",6434
TARGU MURES,10,Carbon monoxide (air),CO,2012,P50,50 percentile,77,"78,142",286
TARGU MURES,10,Carbon monoxide (air),CO,2012,Mean,annual mean,326,"78,142",286
TARGU MURES,10,Carbon monoxide (air),CO,2012,P95,95 percentile,"1,390","78,142",286
TARGU MURES,10,Carbon monoxide (air),CO,2012,P98,98 percentile,"1,796","78,142",286
TARGU MURES,10,Carbon monoxide (air),CO,2012,Max,maximum,"6,321","78,142",286
TARGU MURES,10,Carbon monoxide (air),CO,2012,P50,50 percentile,127,"78,415",287
TARGU MURES,10,Carbon monoxide (air),CO,2012,Mean,annual mean,524,"78,415",287
TARGU MURES,10,Carbon monoxide (air),CO,2012,P95,95 percentile,"2,156","78,415",287
TARGU MURES,10,Carbon monoxide (air),CO,2012,P98,98 percentile,"2,566","78,415",287
TARGU MURES,10,Carbon monoxide (air),CO,2012,Max,maximum,"7,475","78,415",287
TARGU MURES,10,Carbon monoxide (air),CO,2012,P50,50 percentile,70,"76,366",6708
TARGU MURES,10,Carbon monoxide (air),CO,2012,Mean,annual mean,324,"76,366",6708
TARGU MURES,10,Carbon monoxide (air),CO,2012,P95,95 percentile,"1,590","76,366",6708
TARGU MURES,10,Carbon monoxide (air),CO,2012,P98,98 percentile,"2,190","76,366",6708
TARGU MURES,10,Carbon monoxide (air),CO,2012,Max,maximum,"8,330","76,366",6708
TARGU MURES,12,Lead (aerosol),Pb,2010,P50,50 percentile,10,"55,342",202
TARGU MURES,12,Lead (aerosol),Pb,2010,Mean,annual mean,10,"55,342",202
TARGU MURES,12,Lead (aerosol),Pb,2010,P95,95 percentile,30,"55,342",202
TARGU MURES,12,Lead (aerosol),Pb,2010,P98,98 percentile,70,"55,342",202
TARGU MURES,12,Lead (aerosol),Pb,2010,Max,maximum,100,"55,342",202
TARGU MURES,14,Cadmium (aerosol),Cd,2009,P50,50 percentile,520,"52,329",191
TARGU MURES,14,Cadmium (aerosol),Cd,2009,Mean,annual mean,762,"52,329",191
TARGU MURES,14,Cadmium (aerosol),Cd,2009,P95,95 percentile,"2,420","52,329",191
TARGU MURES,14,Cadmium (aerosol),Cd,2009,P98,98 percentile,"3,110","52,329",191
TARGU MURES,14,Cadmium (aerosol),Cd,2009,Max,maximum,"3,980","52,329",191
TARGU MURES,14,Cadmium (aerosol),Cd,2010,P50,50 percentile,510,"45,753",167
TARGU MURES,14,Cadmium (aerosol),Cd,2010,Mean,annual mean,812,"45,753",167
TARGU MURES,14,Cadmium (aerosol),Cd,2010,P95,95 percentile,"2,940","45,753",167
TARGU MURES,14,Cadmium (aerosol),Cd,2010,P98,98 percentile,"3,820","45,753",167
TARGU MURES,14,Cadmium (aerosol),Cd,2010,Max,maximum,"5,210","45,753",167
TARGU MURES,15,Nickel (aerosol),Ni,2009,P50,50 percentile,0,"51,781",189
TARGU MURES,15,Nickel (aerosol),Ni,2009,Mean,annual mean,668,"51,781",189
TARGU MURES,15,Nickel (aerosol),Ni,2009,P95,95 percentile,"3,310","51,781",189
TARGU MURES,15,Nickel (aerosol),Ni,2009,P98,98 percentile,"5,690","51,781",189
TARGU MURES,15,Nickel (aerosol),Ni,2009,Max,maximum,"25,900","51,781",189
TARGU MURES,15,Nickel (aerosol),Ni,2010,P50,50 percentile,"1,500","33,699",123
TARGU MURES,15,Nickel (aerosol),Ni,2010,Mean,annual mean,"2,210","33,699",123
TARGU MURES,15,Nickel (aerosol),Ni,2010,P95,95 percentile,"6,450","33,699",123
TARGU MURES,15,Nickel (aerosol),Ni,2010,P98,98 percentile,"8,190","33,699",123
TARGU MURES,15,Nickel (aerosol),Ni,2010,Max,maximum,"32,300","33,699",123
TARGU MURES,18,Arsenic (aerosol),As,2009,P50,50 percentile,810,"47,397",173
TARGU MURES,18,Arsenic (aerosol),As,2009,Mean,annual mean,937,"47,397",173
TARGU MURES,18,Arsenic (aerosol),As,2009,P95,95 percentile,"2,250","47,397",173
TARGU MURES,18,Arsenic (aerosol),As,2009,P98,98 percentile,"2,580","47,397",173
TARGU MURES,18,Arsenic (aerosol),As,2009,Max,maximum,"3,280","47,397",173
TARGU MURES,18,Arsenic (aerosol),As,2010,P50,50 percentile,740,"46,849",171
TARGU MURES,18,Arsenic (aerosol),As,2010,Mean,annual mean,791,"46,849",171
TARGU MURES,18,Arsenic (aerosol),As,2010,P95,95 percentile,"1,560","46,849",171
TARGU MURES,18,Arsenic (aerosol),As,2010,P98,98 percentile,"2,250","46,849",171
TARGU MURES,18,Arsenic (aerosol),As,2010,Max,maximum,"4,530","46,849",171
TIMISOARA,1,Sulphur dioxide (air),SO2,1999,P50,50 percentile,"3,400","100,000",365
TIMISOARA,1,Sulphur dioxide (air),SO2,1999,Mean,annual mean,"5,370","100,000",365
TIMISOARA,1,Sulphur dioxide (air),SO2,1999,P95,95 percentile,"17,260","100,000",365
TIMISOARA,1,Sulphur dioxide (air),SO2,1999,P98,98 percentile,"25,690","100,000",365
TIMISOARA,1,Sulphur dioxide (air),SO2,1999,Max,maximum,"36,200","100,000",365
TIMISOARA,1,Sulphur dioxide (air),SO2,2000,P50,50 percentile,"5,000","100,000",366
TIMISOARA,1,Sulphur dioxide (air),SO2,2000,Mean,annual mean,"5,930","100,000",366
TIMISOARA,1,Sulphur dioxide (air),SO2,2000,P95,95 percentile,"16,000","100,000",366
TIMISOARA,1,Sulphur dioxide (air),SO2,2000,P98,98 percentile,"23,000","100,000",366
TIMISOARA,1,Sulphur dioxide (air),SO2,2000,Max,maximum,"44,000","100,000",366
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,P50,50 percentile,"5,000","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,Mean,annual mean,"7,191","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,P95,95 percentile,"22,000","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,P98,98 percentile,"29,000","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,Max,maximum,"90,000","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,Max4,4th highest value,"33,000","99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2001,Days(c > 125),days with c > 125 ug/m3,0,"99,178",362
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,P50,50 percentile,"3,000","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,Mean,annual mean,"4,383","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,P95,95 percentile,"12,300","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,P98,98 percentile,"21,100","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,Max,maximum,"43,800","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,Max4,4th highest value,"23,500","99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2002,Days(c > 125),days with c > 125 ug/m3,0,"99,452",363
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,P50,50 percentile,"1,000","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,Mean,annual mean,"3,549","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,P95,95 percentile,"14,000","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,P98,98 percentile,"22,000","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,Max,maximum,"40,000","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,Max4,4th highest value,"25,000","95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2003,Days(c > 125),days with c > 125 ug/m3,0,"95,890",350
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,P50,50 percentile,"1,000","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,Mean,annual mean,"1,689","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,P95,95 percentile,"4,000","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,P98,98 percentile,"6,000","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,Max,maximum,"11,000","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,Max4,4th highest value,"7,000","56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2004,Days(c > 125),days with c > 125 ug/m3,0,"56,284",206
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P50,50 percentile,"2,604","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Mean,annual mean,"3,536","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P95,95 percentile,"9,808","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P98,98 percentile,"12,308","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Max,maximum,"20,021","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Max4,4th highest value,"12,396","69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Days(c > 125),days with c > 125 ug/m3,0,"69,589",254
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P50,50 percentile,"2,100","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Mean,annual mean,"3,562","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P95,95 percentile,"11,500","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P98,98 percentile,"17,500","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,P99_9,99.9 percentile,"42,700","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Max,maximum,"146,200","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Max25,25th highest value,"30,800","70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2005,Hours(c > 350),hours with c > 350 ug/m3,0,"70,320",6160
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P50,50 percentile,"2,292","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Mean,annual mean,"4,729","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P95,95 percentile,"15,565","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P98,98 percentile,"23,042","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Max,maximum,"77,208","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Max4,4th highest value,"30,167","83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Days(c > 125),days with c > 125 ug/m3,0,"83,562",305
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P50,50 percentile,"1,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Mean,annual mean,"4,782","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P95,95 percentile,"19,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P98,98 percentile,"31,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,P99_9,99.9 percentile,"147,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Max,maximum,"341,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Max25,25th highest value,"70,000","85,000",7446
TIMISOARA,1,Sulphur dioxide (air),SO2,2006,Hours(c > 350),hours with c > 350 ug/m3,0,"85,000",7446
TIMISOARA,4,Total suspended particulates (aerosol),SPM,1999,P50,50 percentile,"27,200","93,970",343
TIMISOARA,4,Total suspended particulates (aerosol),SPM,1999,Mean,annual mean,"36,360","93,970",343
TIMISOARA,4,Total suspended particulates (aerosol),SPM,1999,P95,95 percentile,"64,490","93,970",343
TIMISOARA,4,Total suspended particulates (aerosol),SPM,1999,P98,98 percentile,"81,440","93,970",343
TIMISOARA,4,Total suspended particulates (aerosol),SPM,1999,Max,maximum,"206,000","93,970",343
TIMISOARA,4,Total suspended particulates (aerosol),SPM,2001,P50,50 percentile,"48,000","99,726",364
